hitIndex,hitDocId,hitStart,hitEnd,score,quoteIndex,quoteStart,quoteEnd,quoteDocId,workCount,quoteMeta,hitMeta,quoteText,hitText,result,annotator
11,0539400100,2350887,2351275,0.888,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","of our reasonable nature. For certainly God never gave us reason for so
tnkind a purpose, as only to quicken and inhance the resentment of our sufferings,
but rather to controle those disorders, which the more tumultuous part of us, our
fenics, are apt to raise in us: and we are so far men and no farther, as we use it to
that end. Therefore if the di&ates of Religion cannot retrain our",T,2
12,0177300203,99966,100368,0.888,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","God, fully evince
that we are designed for the enjoyment of
pleasure. When the movements of nature
are not impeded by disease, by sorrow, or
disgust, we perpetually feel within us incli-
nations and affections which warmly solicit
indulgence; and when we contemplate the
world around us, we behold a number of
objects calculated to gratify there inclina-
tions, and to sooth every affeCtion of the
foul",T,2
13,0912500102,93977,94315,0.885,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","raison, de folie,
De momens de plaisir, et de jours de tourmens.
De notre être imparfait voilà les élémens.
Ils composent tout l'homme; ils forment son essence,
Et Dieu nous pesa tous dans la mêrére balance.

VOLTAIRE,
s XII. DISCOURS.
De la Modération en Tout,
Dans l'étude, dans l'ambition, dans les plaisirs.
T OUT vouloir est d'un fou",M,2
14,0393200100,510098,510399,0.885,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","l'autre, va que de notre notre nature nous ne
c'eft affez, que ce que Dieu lui pouvons avoir un feul bon mou-
avoit donné n'étoit pas pour lui vement, ni affeftion, ni penfée,
feal, mais pour toute fa lignée: jufques à ce que Dieu nous ait
& ainfi, qu'en la perfonne d'ice- prévenus & nous y ait difpo",T,2
16,1204402300,10838,11171,0.884,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","different causes; trying
providences, -Satan's temptations,-inward
depravity,- the want of health,- bodily.
weaknesses and pains, give a great variety
to our sensations. To-day we possess peace
and comfort, to-morrow we are in trouble;-
now we are lifted up with joy, anon we are
plunged into the depths of sorrow; our hope
is shaken",M,2
17,0297901500,85278,85601,0.884,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","prend Tes idées de Dieu dans
la nature des chofes, où nous trouvons
un mélange & de biens & de maux, ce
Dieu, d'après le bien & le mal que nous
éprouverons, doit naturellement nous
paroître capricieux , inconftant, tantôt
bon, tantôt méchant, & par-là même.,
au lieu d'exciter notre amour, il doit
faire naître la défiance,",M,2
18,0319601500,679773,680170,0.884,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","us fe-
iicity of enjoying God. And,

Is this what we experience ? Men of the world
look for other pleasures, and give other employment to
their thoughts. In their earthly pursuits, they do not
care to have God with them; are unmindful of his pre-
fence, and forgetful of their own eternal concerns.
Their body emplors more of their attention than their
immortal onis, and the things of this world,",T,2
19,0413500500,142671,143061,0.883,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","our Nature
and that we should be so babe and ungrateful as to be
continually offending and provoking our Good and
Gracious God, who made us out ot nothing, and is
continually heaping his Favours and Bletfings upon us,
and who created us for 'this Purpose, that he might
make us for ever happy, This is our natural State and
Condition in this present World; 'and.no wonder we
Ihould' be sore",T,2
20,0371700602,453317,453704,0.883,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","Iniquities in Peace and Tranquility ?

These Considerations make it evident that the Pain
and Grief of Mind which we susser from a Sense of
having done ill, flow from the very Conflitution of
our Nature, as we are rational Agents. Nor can we
conceive a greater Argument of God's utter Irrecon-
cileablenefs to Sin, than that he has given us flchl a
Nature that we can never be reconciled",M,2
21,1221600500,17424,17824,0.883,0,211082,211369,A48874,41,specific_quotes_v1210,top20,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","because we have
what God allotteth us.

There are other more particular judg-
ments, which contentedness involveth, or
which are required toward it; such as these,
that nothing originally is due to us, but all
cometh purely from divine favour and
bounty; that all adversities are justly and
deservedly infliced on us, as the due wag-
es, or natural fruitsof our fins; that our
happiness dependeth not",T,2
22,0816200201,548975,549375,0.882,0,211082,211369,A48874,41,specific_quotes_v1210,top20-26,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","are so far from beinb the chief
pleasure which GOD designed us, that on the contra-
ry he intended we Ihould take our chief pleasure in the
restraining and moderating of our sensual appetites
and desires, and in keeping them within the bounds
of reason and religion.
And then, it is not a lasting pleasure, Those fits
of mirth. which wicked men have, how loon are they
over? Like a sudden blaze which",M,2
32,1746300204,8269,8645,0.879,0,211082,211369,A48874,41,specific_quotes_v1210,top26-32,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","to God in the choice
of our designs, or depending upon him in the ma-
liagement of them, or acquiescing in the success afid
event that he gives them.

But since we are thus affeaed, what wonder is it

that the most of us live miserable all our days, some
flarving in the midst of plenty, others murmuring at
their low condition, both forts discontented at every
thing, fearful",M,2
39,0848200200,150369,150751,0.877,0,211082,211369,A48874,41,specific_quotes_v1210,top32-38,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","Godhas implanted in us natural Passions, which
have Good and Evil for their Objets,. but has im-
planted: no natural Ideas in us of Good and Evil.
We may, I think, as reasonably suppose, that God
has made Eyes, but made no Light; that when
there is a natural Proportion between the Passion
and the Objet: , and a natural Relation and Con-
nexion between them, one should be the Work",M,2
43,0602800100,2382543,2382934,0.876,0,211082,211369,A48874,41,specific_quotes_v1210,top38-44,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","our Sensations ? Which seems to attribute great Honour
to God, but in Truth subverts the Order of Causes which he hath set-
tled in the World; and makes him the immediate Cause of the greatest
Disorders in it, which arise from those sensual Pleasures, of which he
is made the role efficient Cause . which none can pretend to be for his
Honour.

3. This Opinion doth not at all agree with the",M,2
52,0454800300,159887,160225,0.874,0,211082,211369,A48874,41,specific_quotes_v1210,top44-50,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","nella
larta dell' uomo confiderato come volendo e
tendo efler felice. Queit' ordine e bello e
ufo. Ognuno di noi fente le sue imperfezioni,
uoi vizj, le sue paffioni. Abbiamo noi dunque
gione di lamentarci del Creatore ? Perche quefto
rtifimo defiderio della fellicita con tante difgra-
e, con tanti mali, con tanti vizj ? Quefti dubbj
no",T,2
62,1724100102,1283797,1284171,0.872,0,211082,211369,A48874,41,specific_quotes_v1210,top50-56,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","such times and
seasons as are of his own appointment, not yours.

God never came under an absolute unlimited tie for outward

comforts to any of us; and if we be difiappointed, we can blame
.none but ourselves. Who bid us expct ret, cafe, delight, and
things of this kind in this world ? he hath never told us, we shall
be rich, healthy, and at ease in our habitations ; but",T,2
66,0476500400,64272,64641,0.872,0,211082,211369,A48874,41,specific_quotes_v1210,top56-62,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","all our happiness in GOD, that is,
in other words, in the love of GOD; and a pure un-
mixed spirit of complacential obedience to his wilk
Both .these were totally subverted by the fall, insomuch
that no traces of the one or the other are to be found
in our nature; but the very reverse of them has taken.
place in their stead.

What that reverse is, is the matter to be",M,2
77,0592300300,119012,119407,0.87,0,211082,211369,A48874,41,specific_quotes_v1210,top62-68,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp",", then certainly God hath
cholen that which is the most exquisite
Pain which we can conceive of, to set
forth Something else, which we know not
how otherwise to frame a Notion of in
our Minds, and which doth as far ex-
ceed such sensible Things as are used to
express it, as the Glory of Heaven doth
exceed all that Glory which is borrow-
ed from the Creatures to express it to
our weak imperfef",T,2
80,0658900102,290741,291131,0.87,0,211082,211369,A48874,41,specific_quotes_v1210,top68-74,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","without any
possibility of ever fixing our selves. And
therefore till it be vanquished, we are not
like to find contentment.

Now the love of God, being of the quite
contrary nature, poffeffeth us of this hap-
piness. For it concenters and unites all
our roving thoughts and affecions, in one

great

great good; which we may always have,
and which we may always have fatisfadion
in. It car",M,2
92,0265301900,22939,23327,0.869,0,211082,211369,A48874,41,specific_quotes_v1210,top74-80,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","GOD, and our own
true happiness; we do not love the LORD our
GOD with.our whole heart; rather, our affections
are fixed almost entirely on sensual things. We
love the world and the things therein instead of
GOD; we fear the displeasure of man, more than
the anger of the Almighty, and seek for happi-
ness in sensual enjoyments, not in the favour of
the ever-living GOD.

And this corrupt",M,2
100,0658702001,340566,340943,0.868,0,211082,211369,A48874,41,specific_quotes_v1210,top80-86,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","happiness, and this happiness
God has been pleased to put in our own power,
to place within our reach. There is no fate,
but what God has made us ourselves arbiters
of; we lie under no necessity, no fatality, but
what our own vices betray us to: nor do we
Rfand in need of the indulgences of fortune; the
tranquillity and pleasure of a virtuous man is an
image of God's own; it",T,2
103,1722400104,145573,145942,0.867,0,211082,211369,A48874,41,specific_quotes_v1210,top86-92,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","may keep them constantly
in view, and depart as little as possible, in the
midst of so many infirmities and. so many tempta-
tions, from them. God has ihewn us wherein
our wiidom, our happiness, and the perfection of
our nature -consist; and he has left us to purlfue
these ends by the use of our reason. But, reason

.not

stot being given to all alike, and being very",T,2
120,0878700200,489503,489899,0.866,0,211082,211369,A48874,41,specific_quotes_v1210,top92-98,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","not there in constant contempla.
tion ? Ask your hearts in good earnest, What is
the cause of this negle ? Hath the eternal God
provided us such a glory, and promised to take us
up to dwell with himself? And is not this worth
thinking on i Should not the strongest desires of
our hearts be after it; and the daily delights of
our fouls be there ? Can we forget and negleEt it?
What is the matter?",T,2
131,1159801500,211482,211854,0.865,0,211082,211369,A48874,41,specific_quotes_v1210,top98-104,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","God in this World,
and feeing him and enjoying him in another;
we cannot but think that we wretchedly dif-
parage ourselves, when we take up with the
mean and fordid Pleasures of Sense as our Fe-
licity, especially if we forego all spiritual and
eternal Pleasures for them;, as certainly we
do, and give up all our Expeatations of them,
if we place our Happiness in .these",T,2
137,0055700500,41575,41991,0.864,0,211082,211369,A48874,41,specific_quotes_v1210,top116-122,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","that this life has no
continuance of unmixt pleasure for us; and that
what alone can alleviate its Evils, or make its
Goods give us any substantial joy, is a frequent
reflecion on the present state of things, and the
drawing near to God, in holy Remembrance of
his adorable attributes, and our own absolute
dependence on him,

BEHOLD then once more this very God himself
invites you to draw near to him, and commemon",T,2
144,0367900200,85363,85712,0.864,0,211082,211369,A48874,41,specific_quotes_v1210,top104-110,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","our other Pleaftires
and Enjoyments there is none but can ea-
fily discern.

Thirdly, let it be farther confidered, that
Godliness is a most Effefual Antidote a-
gainft all those Inquietudes, and Evil Ac-
cidents, that do either wholly destroy, or
very much embitter the Pleafitres of this
Life.

For whilst it teacheth us to place all our
Happiness",M,2
149,0984001800,105197,105570,0.864,0,211082,211369,A48874,41,specific_quotes_v1210,top110-116,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","Minds, and the

Confusion

Confusion and Darkness of our Understandings;
the Irregularity of the Motions of our Souls; our
Fondness for Vanity, and Indifferency to Things
of greatest Importance and Excellency; our being
efiranged from the God that made us, in whom
is all our Happiness; our Loss of his Image, our
original Glory and Excellency, the Power and In-
fluence of",M,2
157,0319600400,72868,73227,0.863,0,211082,211369,A48874,41,specific_quotes_v1210,top134-140,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","one as ourselves, subjet to
change; that his love, like ours, alters, and by de-
grees increases, and, from a love of pity and bene-
volence, passes into a love of complacency and de-
light it supposes that God first views his ele& in
a miserable state and condition, with whose misery
he is touched, and is filled with bowels of compaf-
sion and pity towards",M,2
160,0969700601,211304,211660,0.863,0,211082,211369,A48874,41,specific_quotes_v1210,top128-134,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","Felt to give us vwith God, i..
false also.. The fault of the passions is not in the (efire of
happiness, nor in the pretension to resemble Gd ; it is in th-
search of happiness out of God, notwithstanding his exprel-
prohibition, in the fruition of created things, and in the de-
fire'of imitating God, not in the parlticipation of his being.
but in rising",M,2
175,0358400301,434322,434676,0.863,0,211082,211369,A48874,41,specific_quotes_v1210,top122-128,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","of confusion is it to us, to
fee on one hand Christ's anguish of heart
for our salvation, and onr the other our dif-
gust of true-happinefs, and the blind pas-
sion which makes us run after perifllable
goods, loving them more than God.

0 3 There

There is no greater mark of reprobation,
than to loti entirely the relifl of celestial
tnlin:. For God has",M,2
181,0193700300,124421,124774,0.862,0,211082,211369,A48874,41,specific_quotes_v1210,top152-158,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","Neither yet,
whilst we feel something in us, thinking, and
reasoning about Things pagt, present and to come,
and contriving for the Happiness which we long
for, and arguin.g for a God in our Breasts against
our Lts7s; dare we pretend to underfand, how
we fhouldfeel all this, without Souls; or how in-
animate Matter can thus work of its self. Yet,
tho'",T,2
192,1603900500,31858,32212,0.862,0,211082,211369,A48874,41,specific_quotes_v1210,top140-146,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","are not intended by God, merely to
torment and sex us, the divine Being has no
ends to s~erve, by making his creatures mi~era-
ble. God is infinitely happy in himself, and
our disquietude will not add to his blessedness,
or make his power and greatners (hine more
illuffrious. His glory consists in our felicity,
and in bringing us to the poffemon of it.",T,2
202,1445800101,150841,151217,0.862,0,211082,211369,A48874,41,specific_quotes_v1210,top146-152,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","Creator, as well as every other source of joy, which we feel
to spring up within ourselves. And we feel much less of
both, than we might and ought. We are to taken up and
difquieted, with imaginary or small misfortunes, with unea-
fineffes and pains for the most part very supportable, with
groundless or exceflive difcontents and refentments, with need-
less pursuits, and im",M,2
213,0815700302,346231,346601,0.861,0,211082,211369,A48874,41,specific_quotes_v1210,top170-176,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","causes ; but are ultimately
resolvable into his good-pleafure, by
whom we were at first fearfully and won-
derfully made; who continually holdeth
our fouls in life; nay in whom awe live,
and move, and have our being.

We are not, therefore, our own: we
received our exitence from God, the
God of the spirits of all efl, ; and on
him we depend for every moment's con-
tin",T,2
217,1089300400,182143,182474,0.861,0,211082,211369,A48874,41,specific_quotes_v1210,top158-164,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","much: Therefore God might
seem to wrong us, in so itraitly charging
us to Love him ; as if we could chufe but
do it, of our own accord. But in this
lies the Disparity ; That what is Fine and
Good here below, we Love it, because
we clearly See it: Whereas, no man hath
Seen God at any time. fob. I. I8. We fee
his Works, (it's true,",N,2
219,0809200600,284296,284631,0.861,0,211082,211369,A48874,41,specific_quotes_v1210,top164-170,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","cause he has not made us happier.--It is
_probable that, upon the-whole, an infinite
fum of happiness is produced.; but we:are
,by no -ineans judges. in what degree it
ought to be produced in particular in-
Rances. The goodness of God, like all
his other attributes, must, -in many re-
spects, be incomprehensible to us. We
do not know",T,2
224,0556600500,158556,158978,0.86,0,211082,211369,A48874,41,specific_quotes_v1210,top182-188,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","of them all, but then it is God all the while
that is exercising those faculties himself alone,
though we have the clear sensation of either
happiness or misery, equally the fame, as
though we ourselves, were the intire ab-
solute cause of every thought and deed; men
are very apt to commit unhappy mistakes, in
the conclusion, upon this last important point,
upon which depends either their happiness or
misery; so adieu!",M,2
241,0476600400,430601,431001,0.86,0,211082,211369,A48874,41,specific_quotes_v1210,top176-182,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","has bestowed upon us,. q;
having made the foul susceptible of pleasure by
so many different ways. We fee by what a varie-
ty of passages, joy and gladness may enter ir.to
the thoughts of man; how wonderfully a human
spirit is framed to imbibe its proper fatisfa&tions,
and taste the goodness of its Creator. We nay
therefore look into ourselves with rapture and
amazement, and cannot sufficiently exp",T,2
258,0321300302,307299,307693,0.859,0,211082,211369,A48874,41,specific_quotes_v1210,top194-200,"nother reason *why* God hath scattered up and down *several degrees of pleasure and pain, in all the things that environ and affect us*; and blended them together, in almost all that our Thoughts and Senses have to do with; that we finding imperfection, dissatisfaction, and want of comp","ly fixed in our
hearts, and the Lord orders all his dispensations
towards us with a view to rooting it out; that
being wearied with repeated disappointments, we
may at length be compelled to betake ourselves to
him alone. Why else do we experience so many
changes and cronTes; why are we Co often in heavi.
ness ? We know that he delights in the pleasure
and prosperity of his servants, that he",T,2
